symbol,pval,FC_type2vstype1
DNAJA1,0.000321278,1.250136516
DNAJA3,0.000422372,1.206201142
DNAJB3,3.56E-09,1.989884641
DNAJC10,0.000555588,1.238909761
DNAJC12,7.82E-05,2.211745409
DNAJC21,0.000167912,1.229248224
DNAJC3,0.009052119,1.164775496
DNM3,0.000223675,1.790330317
DNMT3L,0.001366499,1.904670125
DNTTIP2,0.001450118,1.191059882
DNTT,8.60E-10,3.165692681
DOC2B,6.00E-05,2.478375709
DOCK6,0.000641789,1.273872792
DOCK7,0.005475133,1.248554445
DOLK,0.000332111,1.164600021
DPAGT1,0.000597603,1.140860047
DPP6,0.005165275,2.519462405
DPP8,0.001719182,1.548053665
DPT,0.002524558,2.283191111
DPYSL3,3.36E-10,3.047603615
DR1,5.33E-05,1.276328243
DRAM2,9.97E-05,1.205902431
DRD1,0.001961532,1.55065056
DSCR3,0.00012484,1.248840548
DSG1,0.002968295,1.27640217
DSTYK,0.00868103,1.14186315
DTWD2,0.001939886,1.291353604
DUOX2,0.000466459,1.909014003
DUOXA1,0.000643133,1.74448218
DUSP13,0.000111926,1.626240292
DUSP26,2.75E-05,2.50849449
DUSP4,6.58E-09,3.421804749
DUSP5,0.00476039,1.664530926
DUSP6,0.005320216,1.505390597
DUSP9,0.000126009,4.667112357
DVWA,0.005039695,1.091614667
DYM,1.22E-07,1.39788933
DYNC1I1,2.75E-12,4.766830097
DYNLL2,0.006182628,1.263644784
DYNLT3,5.93E-06,1.421069086
DYSF,4.33E-17,4.112488901
E2F3,0.001268947,1.239170161
EBF1,2.28E-08,2.766430086
EBF2,1.30E-06,1.945581837
EBF3,0.000767872,1.863353168
EBPL,0.006056428,1.210427615
ECD,5.41E-05,1.196210859
ECE2,0.003462272,1.282743651
ECEL1,0.002495089,1.869291676
ECHDC1,0.001666359,1.207925387
ECHS1,0.00425458,1.315050723
ECSCR,1.63E-08,2.320534065
EDARADD,0.002316113,1.351366632
EDEM1,0.006556237,1.172757375
EDNRA,1.77E-07,2.401974909
EEF1A1P9,2.50E-07,1.334462045
EEF1A1,6.46E-06,1.264616343
EEF1B2,3.79E-05,1.253984921
EEF2,6.74E-06,1.276068323
EFEMP1,1.92E-08,4.029912663
EFR3B,5.85E-06,1.939024188
EGFL6,3.10E-07,3.237258354
EGFL7,8.77E-07,2.228785534
EGFLAM,4.20E-10,3.003652799
EGF,7.62E-06,4.053188087
EHD4,2.48E-06,1.313781348
EI24,1.24E-05,1.190031555
EID3,0.007960048,1.308775734
EIF1AX,0.000146573,1.231009829
EIF1B,5.70E-06,1.320989574
EIF1,0.003222542,1.183234016
EIF2AK3,0.000224266,1.311542891
EIF2AK4,5.29E-07,1.299705237
EIF2A,1.75E-06,1.25256833
EIF2C3,2.98E-06,1.450997266
EIF2S1,4.22E-06,1.236923419
EIF2S2,5.93E-05,1.223998419
EIF2S3,1.46E-16,1.523127955
EIF3C,0.009059596,1.816118362
EIF3E,4.76E-09,1.362575343
EIF3F,0.000670781,1.16799064
EIF3H,3.22E-08,1.299911348
EIF3J,0.006089107,1.139406565
EIF3K,0.001366351,1.193815465
EIF3M,9.38E-05,1.214178386
EIF4B,3.29E-06,1.290942449
EIF4EBP1,0.000529733,1.460954062
EIF4EBP2,0.004851879,1.171667139
EIF4E,0.000920283,1.175704018
EIF4G2,3.83E-05,1.253216367
EIF4G3,0.004894849,1.172269491
EIF5A2,0.002158385,1.303151124
ELF4,0.008307457,1.225173311
ELF5,0.006963397,2.337823805
ELMOD1,1.65E-13,6.32606975
ELN,8.32E-07,2.684816439
ELOVL5,3.78E-05,1.424019624
ELP2,1.96E-05,1.243594691
ELP3,2.42E-07,1.195883957
ELTD1,6.95E-07,1.9993579
EMCN,0.00088319,1.942664679
EMP2,0.000127757,1.645195523
EN1,0.001790117,1.966251081
ENDOU,0.002468837,1.446728342
ENG,0.000463999,1.450197689
ENHO,0.005141723,1.46753397
ENPEP,0.006269158,1.881904925
ENPP2,0.000416005,1.515073415
ENSA,3.26E-05,1.180287627
ENTPD4,0.00807897,1.191275938
ENY2,7.39E-05,1.216890416
EPAS1,1.34E-08,2.037235578
EPB41,9.93E-05,1.271243172
EPDR1,0.003212551,1.251299453
EPGN,0.007262087,1.161531409
EPHA3,4.36E-09,3.807342118
EPHA5,5.19E-06,2.295405137
EPHB1,4.01E-10,3.520092064
EPHB3,0.000713755,2.015346262
EPHX1,2.82E-14,2.314151948
EPHX4,6.11E-07,2.28902867
EPM2A,0.001336003,1.349147152
EPS15L1,2.29E-05,1.231216326
EPS15,0.000828421,1.161244661
EPSTI1,2.52E-06,2.004746782
EPYC,0.002281297,1.283438616
ERBB4,0.001825185,3.206122908
ERCC1,2.04E-06,1.233675384
ERGIC1,0.001695443,1.185687961
ERG,1.56E-06,2.035387831
ERLIN1,1.58E-12,1.493464594
ERLIN2,0.002303104,1.172901163
ERMP1,0.008836065,1.360045727
ERO1L,3.68E-06,1.628062013
ESD,5.95E-05,1.22885538
ESM1,8.12E-14,3.950677708
ESRRB,0.007750581,2.224308852
ETF1,2.02E-07,1.329008227
ETFA,0.000487523,1.285248685
ETS1,0.003340406,1.351725989
ETV5,0.001223442,1.419585972
EXOC3L2,4.13E-08,2.59145781
EXOC3L,0.005936377,1.38823161
EXOC5,0.009679123,1.169127507
EXOC8,7.74E-05,1.235349023
EXOSC3,0.000448796,1.157357805
EXOSC6,4.26E-07,1.30637687
EXT2,6.26E-06,1.265527601
EYA4,0.001026698,2.674711186
F2RL3,8.39E-06,2.288419038
F2R,1.65E-07,1.934134312
F2,0.001671321,1.788494715
F8,0.003573372,1.26434244
FABP1,5.02E-05,4.864628789
FABP6,0.000547553,3.024914723
FADS2,1.29E-05,1.934765899
FAF1,0.001072728,1.144299035
FAHD2B,7.06E-05,1.829897514
FAH,3.37E-07,1.651553785
FAM101A,0.00093337,1.930970861
FAM101B,1.03E-09,2.122046494
FAM102A,1.29E-11,1.937986911
FAM107A,1.77E-05,2.300502429
FAM108C1,5.65E-06,1.536538114
FAM10A4,1.24E-06,1.390268257
FAM114A2,5.86E-06,1.268749958
FAM120AOS,0.00208717,1.12078505
FAM120B,2.24E-05,1.273320113
FAM124A,0.000382014,1.914305503
FAM151A,9.48E-06,6.4327288
FAM162A,0.007620003,1.224156808
FAM162B,1.48E-06,2.137293473
FAM168A,0.004186277,1.578854524
FAM172A,1.48E-08,1.451586946
FAM174A,0.000417554,1.204038595
FAM174B,9.97E-10,2.667006134
FAM175A,4.73E-05,1.345652478
FAM177A1,3.83E-06,1.285716457
FAM178B,3.11E-05,1.568532248
FAM181B,4.45E-06,2.464730375
FAM184B,0.008520808,1.670426275
FAM190B,0.000302515,1.221775048
FAM196B,0.005598387,1.772901859
FAM198B,9.89E-07,1.833875673
FAM19A5,0.000100761,2.533016835
FAM20A,0.000622857,2.0744815
FAM26E,7.39E-08,2.806191318
FAM38A,0.000379764,1.432703658
FAM38B,0.000662711,2.133077057
FAM40B,6.28E-12,4.955654543
FAM43B,0.00203823,1.711579957
FAM45A,3.88E-06,1.260544509
FAM45B,1.83E-05,1.63459781
FAM49B,0.00137086,1.202705801
FAM53C,1.05E-10,1.368398734
FAM59A,0.006975911,1.398368185
FAM63A,1.91E-07,1.507296839
FAM69A,5.01E-14,2.151481553
FAM69C,4.12E-06,1.578752553
FAM70B,0.000459873,1.566057479
FAM73A,0.007689254,1.335714919
FAM78B,6.74E-06,1.508572209
FAM81A,0.003202282,1.755904351
FAM82A2,0.001057815,1.143611582
FAM82B,0.000105811,1.178127646
FAM83A,0.0011955,1.871817077
FAM83B,0.002411132,2.409257848
FAM83E,0.004270645,1.757123578
FAM89A,0.00460567,1.346894251
FAM92B,0.008648235,1.274305802
FAM96A,0.001291408,1.183021946
FAM98B,0.00255609,1.298966915
FAP,0.004470337,1.951921113
FARSA,7.58E-05,1.170347816
FAT3,0.002672894,2.085966513
FATE1,0.000372902,1.595161594
FBLN1,0.000180892,2.194334344
FBN1,5.81E-07,2.001206261
FBN2,0.004277803,1.848800119
FBXO10,1.35E-07,1.344566674
FBXO18,0.001889925,1.098373321
FBXO22OS,0.000366492,1.272748278
FBXO22,0.000929611,1.18461228
FBXO25,5.30E-06,1.422417501
FBXO30,0.00152087,1.253900401
FBXO32,4.93E-06,1.721972812
FBXO38,0.003108908,1.154542532
FBXW11,1.13E-07,1.398604498
FCRL5,0.004115366,1.929546516
FCRLA,0.007442509,1.645123322
FDFT1,1.51E-07,1.268852219
FECH,0.001046273,1.353731824
FEN1,0.007641508,1.158884184
FER1L6,0.002690101,2.2455604
FETUB,0.002199891,1.664525516
FEZ1,8.54E-08,2.131611816
FEZ2,5.81E-06,1.306197052
FGD5,0.002538127,1.658330684
FGF16,0.007262562,1.045557476
FGF18,0.00221751,1.491076739
FGF7,6.60E-05,1.865941688
FHL5,4.69E-07,3.048120407
FIBCD1,0.001027676,2.279628268
FICD,0.005491104,1.369639872
FILIP1,0.000424851,1.707090986
FIP1L1,0.002314094,1.154628942
FITM2,0.003638684,1.445434091
FJX1,2.89E-05,1.614672472
FKBP10,0.000831808,1.947012899
FKBP4,1.57E-06,1.318696792
FLAD1,0.00528203,1.133183378
FLJ33630,2.28E-06,1.207472738
FLJ36000,0.009177689,1.349999377
FLJ42709,3.72E-05,2.188964885
FLJ42875,0.001626136,3.185172765
FLJ44054,0.005011029,1.097762891
FLJ45983,0.000327932,2.939149897
FLNA,1.48E-05,1.554858899
FLRT2,3.28E-05,2.56639937
FLT1,1.72E-11,2.655278692
FLT4,7.06E-07,2.228106315
FMN2,0.002098227,2.272620371
FMO3,0.004511138,1.873021921
FN1,6.49E-09,2.99894825
FNDC1,0.001624826,2.049942702
FNIP2,0.001251389,1.708176828
FOLH1,1.76E-07,3.935614482
FOXA2,0.002700875,1.715494563
FOXC2,1.97E-05,2.097468818
FOXD1,1.46E-08,3.523884283
FOXD3,0.000158326,1.309478319
FOXF1,0.003554567,1.590515883
FOXG1,0.009684173,1.306698702
FOXI1,0.00959373,2.791194065
FOXL2,0.002177206,1.352069024
FOXP3,0.00043881,1.620257236
FOXRED2,0.000643284,1.409798722
FOXS1,0.000101782,1.805310291
FPGT,0.009724392,1.177795271
FRK,0.001780057,1.42750876
FRMPD1,0.008198546,1.57438494
FRMPD4,0.001038061,1.378549011
FRRS1,0.001465473,1.676736176
FRZB,1.07E-05,2.036785264
FSTL4,9.14E-07,3.81741657
FST,7.35E-06,2.782667752
FTH1,1.06E-05,1.419347771
FTHL3,1.52E-05,1.551991019
FTL,9.13E-07,2.030116476
FUCA2,0.000451687,1.199669661
FUNDC1,2.76E-05,1.251643604
FUNDC2P2,0.008026124,1.228030447
FUNDC2,3.09E-06,1.269578775
FUT10,4.89E-05,1.371472019
FXC1,2.11E-05,1.184267225
FXR1,1.62E-08,1.279304599
FXYD1,0.003410103,2.121094684
FXYD3,0.008040401,2.114673212
FZD10,1.43E-06,2.137921549
FZD3,0.004656101,1.215242379
FZD7,4.09E-05,1.943048075
G3BP1,4.16E-08,1.453034965
G6PD,7.35E-06,1.745330775
GABARAPL1,0.002417869,1.278184069
GABARAPL2,0.000252169,1.192540811
GABARAPL3,7.14E-05,1.441459977
GABPB2,3.47E-06,1.443184602
GABRA3,0.004474724,1.405823937
GABRA5,0.000115326,1.68628466
GABRB2,0.000885023,2.21190109
GABRB3,7.23E-08,5.745885202
GABRD,0.000518256,1.829638713
GABRE,2.76E-05,2.33177484
GABRR1,0.002820289,1.234348918
GAD1,2.21E-06,3.931915685
GADD45A,1.46E-07,1.773131078
GADD45B,0.001682531,1.598726001
GAGE12D,0.007612569,2.005119973
GAGE2A,0.007602561,1.676072935
GAGE2B,0.009618966,1.57847692
GAGE2C,0.009093105,1.214805946
GAGE2D,0.008149918,1.555481968
GAGE4,0.008261883,1.657079081
GALK2,0.000489438,1.282173125
GALM,0.00098214,1.371013404
GALNT10,0.006899468,1.312050941
GALNT13,0.001441079,2.088113034
GALNT2,6.69E-08,1.426336264
GALR1,0.003332602,1.38564813
GAP43,0.000705418,1.628360682
GARS,0.009418833,1.165100507
GART,3.79E-06,1.333719833
GAS6,0.005378931,1.439348567
GATA3,9.38E-05,3.379758505
GATC,0.003911917,1.40108482
GBA,7.21E-05,1.291985999
GBE1,1.27E-08,1.793658413
GBP1,4.00E-06,1.621999524
GBP4,4.51E-08,2.164757702
GBP6,0.000324601,1.423092748
GBP7,0.002523027,1.410510751
GCH1,0.000726955,1.41569509
GCLC,0.004138395,1.278812395
GCLM,3.26E-15,2.683946327
GCNT1,5.96E-06,1.758386642
GCNT2,0.001720577,1.246654836
GCNT3,3.56E-05,2.181216915
GCNT4,0.00600155,1.74951816
GCOM1,0.000219333,2.415420396
GCSH,0.008060483,1.429221475
GC,0.005452886,2.511986459
GDF10,4.28E-10,2.627549827
GDF15,1.22E-08,2.491933476
GDF1,9.70E-06,2.304472557
GDF3,0.001795683,1.859733311
GDF6,2.03E-15,4.836333407
GDI2,2.76E-05,1.227407222
GDPD5,0.000714651,1.473994054
GFM2,0.001784657,1.200564305
GFOD1,0.001135124,1.449835259
GFPT1,1.51E-08,1.491849797
GFRA2,6.68E-06,2.004341231
GGA2,1.21E-06,1.390805848
GGCX,0.006450652,1.167170066
GGH,1.98E-05,1.851208207
GHITM,1.99E-05,1.360803373
GHR,0.005833119,1.671674394
GIMAP6,7.02E-05,1.702647052
GIPC3,5.96E-07,2.019065977
GJA4,1.46E-09,2.371662416
GJA5,8.35E-08,2.541035817
GJB5,2.98E-05,2.048007794
GJB6,0.002945393,1.36614426
GJC1,2.51E-07,2.164617647
GJD3,6.86E-06,1.839420141
GLB1L3,0.000162107,1.979849522
GLE1,0.008088698,1.114075567
GLI2,0.000452676,1.826864428
GLO1,0.000103844,1.252778927
GLRA2,9.66E-07,2.124630631
GLRX,3.34E-05,1.503673097
GLT25D2,0.000992744,1.891807481
GLT8D2,0.000672873,1.785866252
GLYR1,0.00022988,1.22602716
GMCL1,0.000813102,1.526946429
GMEB1,0.000129016,1.328069332
GMPR2,0.004156073,1.158942153
GMPS,9.15E-06,1.31011668
GNA14,3.82E-06,2.362497821
GNAO1,7.48E-07,2.600620658
GNB2L1,0.000167449,1.252906384
GNG10,0.000324595,1.241426058
GNG4,8.22E-07,3.055679324
GNPAT,1.86E-05,1.163735425
GNPDA1,2.40E-14,1.873309294
GNPNAT1,0.00019662,1.253036933
GNPTAB,0.001437713,1.202347722
GOLGA5,0.00070848,1.153390777
GOLGA7,2.57E-06,1.230296753
GOLPH3,0.000459057,1.197325222
GOLT1A,5.62E-14,4.734768764
GOSR2,1.35E-06,1.317032584
GP9,0.000326287,1.151830831
GPBAR1,0.006653914,1.615580708
GPC3,0.000927391,2.348180573
GPC5,0.000126425,2.960250579
GPHN,0.004621645,1.316500052
GPIHBP1,0.000746936,1.860326083
GPI,1.54E-08,1.46708285
GPKOW,0.004876155,1.135493823
GPLD1,3.41E-05,1.801584205
GPN2,7.23E-06,1.221758588
GPNMB,0.008726206,1.829675425
GPR113,0.008467709,1.554361438
GPR116,6.26E-06,2.423803115
GPR124,6.89E-08,2.269416159
GPR137B,0.006984683,1.284591732
GPR143,0.000155297,2.43290476
GPR146,3.16E-05,1.452231441
GPR155,0.000166454,1.832428657
GPR158,0.001480009,1.638235726
GPR161,0.002768721,1.488965817
GPR176,1.39E-09,3.015930651
GPR180,0.000452143,1.242302833
GPR182,0.002336363,1.711218913
GPR1,0.009511416,1.484442017
GPR21,3.62E-09,1.771555379
GPR3,2.50E-06,1.98353616
GPR4,1.19E-10,2.516207833
GPR56,1.23E-12,2.674717449
GPR68,0.00134037,1.558837646
GPR88,2.87E-08,2.038136167
GPR89A,5.14E-10,1.469654253
GPR89B,0.000138682,1.908603357
GPR98,0.004262586,1.986030679
GPRASP2,0.001782757,1.348818513
GPRC5B,7.36E-07,2.415600456
GPRC6A,0.006226619,1.630858226
GPRIN3,0.000209113,1.800296685
GPT2,2.64E-10,2.127654168
GPX2,4.49E-12,6.233336895
GPX3,2.03E-08,3.908044316
GRAMD1B,0.000186443,2.379910853
GRAP,2.91E-05,1.722607379
GREM1,4.18E-06,3.825468718
GRHPR,6.31E-06,1.433469205
GRIA1,0.002306628,1.435544632
GRIA3,0.000100935,2.195835511
GRIK3,1.03E-10,4.191161834
GRIK4,1.24E-06,1.769833073
GRIN2B,0.000385975,1.734631741
GRINA,5.43E-09,1.400572837
GRK5,5.46E-06,1.504105406
GRLF1,1.24E-06,1.420861636
GRPEL1,5.96E-05,1.228797965
GRPEL2,3.18E-08,1.281471751
GSDMC,0.000929241,1.497459865
GSPT1,0.000310104,1.193756199
GSR,3.03E-11,2.144545101
GSTA1,1.39E-07,9.181827133
GSTA2,1.18E-08,10.21872533
GSTO1,0.000104376,1.355669115
GTF2A1,0.008390389,1.670050707
GTF2H1,6.50E-10,1.291774527
GTF3C1,0.00771569,1.126145124
GTPBP4,0.000464449,1.161768567
GTPBP8,0.000551417,1.189594301
GUCY1A2,0.001429438,1.762683833
GUCY2E,1.81E-07,1.863358092
GUF1,0.006967424,1.133712318
GYPA,0.002924309,1.774648841
GYS1,0.000896431,1.159684312
GZMB,0.00147582,1.775202905
H19,6.72E-07,2.638764984
H2AFZ,0.002508174,1.158948535
HABP2,0.000732102,2.293077125
HABP4,0.00053329,1.268735855
HACE1,0.008096899,1.325084474
HADHB,0.000624914,1.236211304
HADH,0.001345463,1.359543794
HAGH,0.009073573,1.213120885
HAND1,0.002210469,1.095795565
HAND2,0.001984284,1.246100066
HAPLN1,3.89E-07,3.231508224
HARBI1,4.61E-06,1.255267437
HAUS2,0.0011382,1.134626002
HAX1,7.05E-13,1.401696976
HBQ1,0.007390993,1.630938304
HBS1L,5.29E-09,1.366906069
HCCS,2.48E-06,1.331323336
HCN2,1.03E-05,3.17544693
HCN4,4.60E-10,3.956779096
HDAC3,4.09E-08,1.234530851
HDAC5,3.19E-07,1.331518861
HDDC3,0.000127493,1.240129027
HDLBP,6.47E-07,1.284742369
HEATR3,0.005353432,1.200930482
HECTD1,0.00068565,1.301192361
HECW2,9.61E-14,5.157708504
HEG1,2.29E-06,1.727151018
HEPH,4.59E-05,2.119533574
HEPN1,0.001163293,1.409667669
HERC1,0.008142108,1.221303781
HEXA,0.006171661,1.164411008
HEXB,0.000450519,1.278338528
HEYL,4.15E-07,1.888688342
HHATL,6.74E-05,3.040540816
HHIPL1,2.95E-09,2.197401749
HHIPL2,0.000546591,1.883794235
HIC1,0.005678675,1.460041951
HIGD1B,0.001915828,1.602162274
HINT1,6.67E-05,1.278291346
HINT3,4.08E-09,1.36164939
HIST1H1C,0.000280599,1.703942564
HIST1H1D,0.000938767,1.327532596
HIST1H1E,0.00175274,1.495812936
HIST1H2BC,1.39E-06,2.162602117
HIST1H2BE,0.000493939,1.492078566
HIST1H2BL,0.000578116,1.346551429
HIST1H2BN,1.41E-05,1.616386164
HIST1H2BO,1.94E-05,1.316499159
HIST1H3B,0.003140035,1.176875791
HIST1H4B,0.00750399,1.172576311
HIST1H4H,1.65E-05,1.757414916
HKDC1,8.30E-08,1.818022012
HLA-E,6.98E-08,1.509993883
HLX,4.03E-05,1.655332763
HMBOX1,9.16E-05,1.556171675
HMCN1,2.82E-07,2.417019949
HMGCS2,2.24E-05,6.555792108
HMX3,0.008563017,1.23429983
HNRNPA0,0.000464921,1.155796041
HNRNPA3P1,1.32E-05,1.256318927
HNRNPH2,1.04E-05,1.233675596
HOMER1,0.000105067,1.619305004
HOPX,0.003568257,1.621583317
HOXA11AS,0.00242905,2.004088462
HOXA13,4.46E-05,2.576230735
HOXD10,2.60E-05,3.207294448
HOXD11,1.19E-06,3.764206635
HOXD13,0.003242484,1.375183889
HOXD3,0.000139888,2.412174534
HPCAL4,0.00597228,2.111009163
HPD,4.29E-05,5.343688987
HPRT1,9.76E-06,1.351870413
HPS3,0.004761938,1.185876305
HPS5,1.24E-08,1.400255378
HPSE2,0.007661472,1.43369952
HP,0.002206496,2.363467628
HRASLS,0.00014555,1.78639324
HRC,0.000188285,1.842504404
HRG,0.001659226,3.357945316
HRH2,2.89E-05,2.141329439
HRK,0.000186996,2.368317083
HS3ST3A1,0.001767232,1.928859135
HS3ST3B1,0.002147431,1.813424632
HS6ST1,0.004702784,1.424899002
HS6ST3,0.001755953,2.199651983
HSD11B1,0.000504864,1.982517062
HSD17B14,1.42E-08,3.203249496
HSD17B2,0.001720828,1.711583314
HSD17B4,6.10E-07,1.410902054
HSD17B6,2.77E-07,2.561032718
HSDL2,9.41E-10,1.664753715
HSP90AB2P,0.000627256,1.534535903
HSP90B3P,0.006472193,1.328920145
HSPA12A,0.003669358,1.608624915
HSPA12B,5.01E-05,1.806863862
HSPA14,0.002603236,1.149319536
HSPA4,8.88E-08,1.376740967
HSPA5,7.96E-07,1.414930817
HSPA8,1.58E-05,1.485447833
HSPA9,3.60E-14,1.632918706
HSPB3,0.000197557,1.541418593
HSPB7,0.000517527,2.447788835
HSPH1,0.007792733,1.219545571
HTR1F,0.000546114,1.527113013
HTRA1,1.97E-06,1.585716088
HTRA3,0.000482209,1.818143928
HYAL3,0.000311511,1.405796321
HYOU1,1.60E-08,1.38304451
IARS,3.58E-06,1.411500786
IBSP,0.000126193,1.863912412
IBTK,0.006159677,1.13771481
ICOSLG,3.79E-06,1.629531256
IDE,0.005804471,1.347667499
IDH1,7.76E-08,1.521390106
IDH2,6.05E-10,1.95958581
IDI1,4.52E-05,1.358562667
IDO1,1.54E-08,2.669876519
IDS,0.000921982,1.29613217
IFIT3,1.24E-07,1.624201466
IFITM1,0.000154611,1.814791181
IFNG,0.000130982,1.615785231
IGDCC3,0.001042964,1.72025783
IGF2R,7.57E-07,1.513609114
IGF2,0.00108247,2.200882131
IGFBP5,9.70E-07,2.93674808
IGJ,0.006907005,2.345988125
IGSF21,0.00018341,1.981075703
IL12B,0.003526994,1.301303116
IL13RA2,0.000102315,2.393635778
IL15RA,2.86E-09,2.872829663
IL17B,1.77E-05,1.628306769
IL17D,1.33E-11,2.600932545
IL19,0.009899798,1.202255416
IL1F5,0.002883412,1.226777126
IL1F9,0.0047056,1.113719745
IL1R2,0.00063415,2.267548973
IL21R,0.000288178,1.815874018
IL33,0.001551105,1.508233544
IL3RA,6.31E-06,1.696813167
IL6R,0.003608513,1.4522669
IL6ST,0.002411461,2.182627474
IL6,1.21E-05,3.102263873
ILVBL,1.57E-06,1.386911298
IMMT,0.005357851,1.170401358
IMP3,0.002438158,1.147918253
IMPA1,0.001801037,1.173551236
IMPAD1,5.92E-07,1.314258002
INADL,0.000999542,1.281426687
INA,0.004934584,1.801262876
INCENP,0.002629698,1.256974746
INHBA,0.000158712,2.109660418
INHBB,0.000417731,1.603132586
INHBE,0.009282248,1.778384971
INMT,0.004217925,1.661866733
INSC,1.96E-08,2.917174453
INSIG2,0.006841042,1.180905984
INSM1,0.000760249,1.62249184
INSRR,0.002903076,2.206334473
INSR,1.98E-08,1.502529017
INTS6,0.003890652,1.171442282
INTS9,0.006758336,1.092970606
IP6K3,1.93E-10,6.744924238
IPMK,0.001136564,1.803741449
IPO11,0.000139148,1.247399498
IPO13,0.000420713,1.237718549
IPO5,2.58E-06,1.257713043
IPO7,3.22E-06,1.349773002
IQGAP2,0.003121158,1.698428342
IQSEC3,0.003326394,1.938951409
IRAK1,4.28E-06,1.353261986
IRS2,0.000889587,1.477954819
IRX1,0.004239231,2.59379763
IRX2,0.000239649,3.225062768
ISCA1P1,0.000183306,1.284274008
ISCA2,4.86E-06,1.284822532
ISLR2,0.00517779,1.533234118
ISLR,0.004509644,1.950319049
ISM1,4.12E-10,2.932876076
ISM2,4.39E-09,3.589459546
ISOC1,3.44E-06,1.393063657
ITGA11,5.04E-09,3.402194289
ITGA1,9.72E-08,2.15311635
ITGA4,0.004196827,1.401334008
ITGA5,1.21E-05,1.484188219
ITGA8,0.000836764,2.718198731
ITGAV,7.58E-09,1.816222897
ITGB1BP1,0.009825414,1.172138087
ITGB1BP3,0.002415804,3.030705284
ITGB5,7.91E-06,1.416633963
ITGBL1,1.31E-05,2.565590138
ITIH2,0.007436972,1.702710271
ITIH3,0.007063103,1.722186963
ITLN2,0.007512667,1.340929665
ITPK1,4.36E-05,1.356745836
ITPKA,0.004515101,1.69768961
ITPR1,0.003128155,1.576576109
ITPR2,0.000151573,1.541540481
IVD,0.008014907,1.18717726
IVL,0.000917841,1.594515681
JAKMIP1,3.80E-05,2.028804307
JAKMIP2,0.001742182,1.530342089
JAKMIP3,1.94E-09,2.770445415
JAM3,0.000409462,1.758551547
JKAMP,0.000202776,1.151947278
JMJD4,0.000106951,1.277282382
JTB,0.000421925,1.185890607
KANK2,4.68E-05,1.372449844
KAT2B,0.00964394,1.248497712
KATNA1,0.000502329,1.194848362
KCNA1,9.96E-05,1.432205512
KCNA2,0.000101084,1.735480479
KCNC3,0.002929316,1.455044521
KCNC4,4.87E-06,2.09234737
KCNE4,7.39E-07,2.060850213
KCNG2,0.001967485,1.397565763
KCNIP1,0.001111327,2.027048302
KCNJ12,5.87E-05,2.506426518
KCNJ6,0.000335757,1.431305714
KCNJ9,0.009160925,1.305526445
KCNK13,0.0008441,1.769845771
KCNK3,8.00E-09,4.470807516
KCNK9,0.000128308,1.952943737
KCNMB1,0.008279234,1.465651864
KCNN2,2.20E-07,2.499537529
KCNN3,7.71E-07,2.777130543
KCNQ2,0.008127665,1.520028054
KCNQ4,2.06E-06,2.152420041
KCNS2,0.00024601,1.444886149
KCTD20,0.002257647,1.29376375
KCTD21,2.35E-05,1.227801866
KCTD8,5.61E-08,3.406299004
KDELR1,6.25E-05,1.15183275
KDM4A,0.005691632,1.133205948
KDM6A,0.0097524,1.28969132
KDR,4.41E-11,3.296654356
KEAP1,0.000255964,1.187409893
KERA,0.004275458,1.178348693
KHK,3.55E-05,2.636854589
KHSRP,0.006805,1.128314994
KIAA0020,2.11E-06,1.295297655
KIAA0090,1.71E-06,1.362023218
KIAA0141,2.32E-05,1.227565102
KIAA0196,6.36E-08,1.485372371
KIAA0368,1.55E-06,1.254036344
KIAA0391,0.007416571,1.147372642
KIAA0652,0.001066768,1.127715609
KIAA1161,0.001919873,1.5445938
KIAA1191,1.70E-08,1.494079714
KIAA1199,0.001324282,2.054837663
KIAA1211,5.52E-08,2.854250372
KIAA1324,0.002412074,1.591706056
KIAA1462,0.000107261,1.669231999
KIAA1644,0.000236414,2.079806973
KIAA1755,0.000188721,1.905248209
KIAA2013,0.002867861,1.156643669
KIAA2022,2.81E-06,3.404609154
KIF19,1.03E-06,1.800108524
KIF1A,3.35E-06,4.237579623
KIF26A,1.16E-05,2.696185713
KIF2A,0.002775906,1.328369737
KIF3C,0.000206699,1.480120863
KIF5A,0.002904545,1.790803249
KIF5C,0.001337036,1.798507896
KIFAP3,4.28E-07,1.267197066
KIR2DL4,4.46E-05,1.639460552
KIR3DX1,0.007637031,1.088506006
KIRREL2,0.00194537,1.826005351
